Title,Year,Rating,Runtime,Critic.Score,Box.Office,Awards,International
Gimme Shelter,2013,PG-13,101,22,1.4,TRUE,FALSE
Third Person,2013,R,137,23,1,TRUE,TRUE
The Last of Robin Hood,2013,R,94,29,0.3,FALSE,FALSE
Afflicted,2013,R,85,79,0.1,TRUE,TRUE
Inequality for All,2013,PG,89,90,1.2,TRUE,FALSE
Paranormal Activity: The Marked Ones,2014,R,84,37,32.4,FALSE,FALSE
3 Nights in the Desert,2014,R,90,40,0.0013,FALSE,FALSE
The Legend of Hercules,2014,PG-13,99,3,18.8,TRUE,FALSE
Devil's Due,2014,R,89,18,15.8,FALSE,FALSE
Jack Ryan: Shadow Recruit,2014,PG-13,105,56,50.5,FALSE,TRUE
Ride Along,2014,PG-13,99,18,134.1,TRUE,FALSE
The Nut Job,2014,PG,85,10,64.2,TRUE,TRUE
Land Ho!,2014,R,95,80,0.7,TRUE,TRUE
Fed Up,2014,PG,92,81,1.5,FALSE,FALSE
That Awkward Moment,2014,R,94,23,26,TRUE,FALSE
The Lego Movie,2014,PG,100,96,257.8,TRUE,TRUE
The Monuments Men,2014,PG-13,118,31,78,TRUE,TRUE
Vampire Academy,2014,PG-13,104,9,7.8,FALSE,TRUE
RoboCop,2014,PG-13,117,49,58.6,TRUE,FALSE
Endless Love,2014,PG-13,104,15,23.4,FALSE,FALSE
About Last Night,2014,R,100,68,48.6,FALSE,FALSE
Winter's Tale,2014,PG-13,118,13,12.6,FALSE,FALSE
3 Days to Kill,2014,PG-13,117,28,30.7,FALSE,TRUE
Pompeii,2014,PG-13,105,28,23.2,TRUE,TRUE
Son of God,2014,PG-13,138,21,59.7,TRUE,FALSE
Non-Stop,2014,PG-13,106,60,91.7,FALSE,TRUE
Mr. Peabody & Sherman,2014,PG,92,79,111.5,TRUE,FALSE
300: Rise of an Empire,2014,R,102,42,106.6,FALSE,FALSE
The Great Invisible,2014,PG-13,92,90,0.01,TRUE,FALSE
Take Me to the River,2014,PG,95,70,0.0686,TRUE,FALSE
Veronica Mars,2014,PG-13,107,78,3.3,FALSE,FALSE
Need for Speed,2014,PG-13,132,22,43.6,FALSE,TRUE
The Single Moms Club,2014,PG-13,111,16,16,FALSE,FALSE
The Bag Man,2014,R,108,10,0.0488,FALSE,TRUE
Muppets Most Wanted,2014,PG,107,78,51.2,TRUE,FALSE
Divergent,2014,PG-13,139,40,150.8,TRUE,FALSE
God's Not Dead,2014,PG,113,16,60.8,FALSE,FALSE
50 to 1,2014,PG-13,110,17,1.1,FALSE,FALSE
Noah,2014,PG-13,138,77,101.2,FALSE,FALSE
Cesar Chavez,2014,PG-13,102,41,5.6,TRUE,TRUE
Sabotage,2014,R,109,19,10.5,TRUE,FALSE
Captain America: The Winter Soldier,2014,PG-13,136,89,259.7,TRUE,FALSE
Draft Day,2014,R,110,61,28.8,FALSE,FALSE
13 Sins,2014,R,93,62,0.0091,FALSE,FALSE
Rio 2,2014,G,101,48,131.5,TRUE,FALSE
The Raid 2,2014,R,150,79,2.6,TRUE,TRUE
Jinn,2014,PG-13,97,10,0.1,FALSE,FALSE
Heaven Is for Real,2014,PG,99,46,91.4,FALSE,FALSE
Bears,2014,G,78,89,17.8,FALSE,FALSE
Transcendence,2014,PG-13,119,19,23,TRUE,TRUE
A Haunted House 2,2014,R,86,8,17.3,FALSE,FALSE
Ballet 422,2014,PG,75,86,0.3,FALSE,FALSE
Two-Bit Waltz,2014,R,81,0,0.0021,FALSE,FALSE
Glen Campbell: I'll Be Me,2014,PG,116,100,0.4,TRUE,FALSE
The Other Woman,2014,PG-13,109,23,83.9,TRUE,FALSE
The Quiet Ones,2014,PG-13,98,36,8.5,TRUE,TRUE
The M Word,2014,R,117,38,0.1,FALSE,FALSE
Walk of Shame,2014,R,95,12,0.0398,FALSE,FALSE
The Amazing Spider-Man 2,2014,PG-13,142,53,202.9,TRUE,FALSE
Moms' Night Out,2014,PG,98,18,10.4,FALSE,FALSE
Neighbors,2014,R,97,73,150.1,TRUE,FALSE
The Hornet's Nest,2014,R,93,76,0.3,FALSE,TRUE
Million Dollar Arm,2014,PG,124,62,36.4,TRUE,FALSE
Godzilla,2014,PG-13,123,74,200.7,TRUE,TRUE
Blended,2014,PG-13,117,14,46.3,TRUE,FALSE
X-Men: Days of Future Past,2014,PG-13,132,91,233.9,TRUE,TRUE
A Million Ways to Die in the West,2014,R,116,33,42.6,FALSE,FALSE
Maleficent,2014,PG,97,49,241.4,TRUE,TRUE
Edge of Tomorrow,2014,PG-13,113,90,100.1,TRUE,TRUE
The Fault in Our Stars,2014,PG-13,126,81,124.9,TRUE,FALSE
Hellion,2014,R,99,60,0.0461,TRUE,FALSE
How to Train Your Dragon 2,2014,PG,102,92,177,TRUE,FALSE
22 Jump Street,2014,R,112,85,191.7,TRUE,FALSE
Jersey Boys,2014,R,134,52,47,FALSE,FALSE
Think Like a Man Too,2014,PG-13,106,23,65.2,TRUE,FALSE
The Rover,2014,R,103,65,1.1,TRUE,TRUE
The Homesman,2014,R,122,82,2.4,TRUE,TRUE
The Living,2014,R,89,43,0.0054,TRUE,FALSE
Happy Christmas,2014,R,82,75,0.0289,FALSE,FALSE
Whitey: United States of America v. James J. Bulger,2014,R,107,80,0.0756,TRUE,FALSE
Transformers: Age of Extinction,2014,PG-13,165,18,245.4,TRUE,TRUE
Earth to Echo,2014,PG,91,48,38.9,TRUE,FALSE
Deliver Us from Evil,2014,R,118,28,30.6,FALSE,FALSE
America: Imagine the World Without Her,2014,PG-13,105,8,14.4,FALSE,FALSE
Tammy,2014,R,97,23,84.5,TRUE,FALSE
Life Itself,2014,R,120,97,0.8,TRUE,FALSE
The Signal,2014,PG-13,97,58,4.7,TRUE,FALSE
Dawn of the Planet of the Apes,2014,PG-13,130,90,5.1,TRUE,FALSE
Life After Beth,2014,R,89,45,0.0573,FALSE,FALSE
Sex Tape,2014,R,94,17,38.5,TRUE,FALSE
Persecuted,2014,PG-13,91,0,1.6,FALSE,FALSE
The Purge: Anarchy,2014,R,103,56,71.5,TRUE,TRUE
Come Back to Me,2014,R,90,20,0.0042,FALSE,FALSE
Hercules,2014,PG-13,98,60,72.7,FALSE,FALSE
Wish I Was Here,2014,R,106,46,3.6,FALSE,FALSE
The Fluffy Movie: Unity Through Laughter,2014,PG-13,101,54,2.8,FALSE,FALSE
Rob the Mob,2014,R,104,84,0.2,FALSE,FALSE
Frontera,2014,PG-13,103,52,0.0593,TRUE,FALSE
Guardians of the Galaxy,2014,PG-13,121,91,333.2,TRUE,TRUE
The Hundred-Foot Journey,2014,PG,122,68,54.2,TRUE,TRUE
Teenage Mutant Ninja Turtles,2014,PG-13,101,21,191.2,TRUE,FALSE
The One I Love,2014,R,91,80,0.5,TRUE,FALSE
Step Up All In,2014,PG-13,112,43,14.9,FALSE,FALSE
God's Pocket,2014,R,88,36,0.1,FALSE,FALSE
Into the Storm,2014,PG-13,89,22,47.6,TRUE,FALSE
Let's Be Cops,2014,R,104,18,82.4,FALSE,FALSE
The Expendables 3,2014,PG-13,126,33,39.3,TRUE,TRUE
Boyhood,2014,R,165,98,25.4,TRUE,FALSE
Deepsea Challenge 3D,2014,PG,90,67,0.1,FALSE,FALSE
If I Stay,2014,PG-13,107,36,50.5,FALSE,FALSE
The November Man,2014,R,108,35,25,FALSE,TRUE
The Two Faces of January,2014,PG-13,96,82,0.5,FALSE,TRUE
Obvious Child,2014,R,84,90,3.1,TRUE,FALSE
Barefoot,2014,PG-13,90,14,0.0118,FALSE,FALSE
The Identical,2014,PG,107,7,2.8,TRUE,FALSE
Island of Lemurs: Madagascar,2014,G,39,80,9.8,FALSE,TRUE
The Skeleton Twins,2014,R,93,87,5.3,TRUE,FALSE
Atlas Shrugged: Who Is John Galt?,2014,PG-13,99,0,0.8,FALSE,FALSE
Honeymoon,2014,R,87,70,0.0092,FALSE,FALSE
No Good Deed,2014,PG-13,84,10,52.5,TRUE,FALSE
Dolphin Tale 2,2014,PG,107,67,42,FALSE,FALSE
The Drop,2014,R,106,89,10.7,TRUE,FALSE
Pump,2014,PG,88,75,0.0735,FALSE,TRUE
This Is Where I Leave You,2014,R,103,41,34.3,FALSE,FALSE
I Origins,2014,R,106,52,5,TRUE,FALSE
The Maze Runner,2014,PG-13,113,63,102.4,TRUE,FALSE
The Remaining,2014,PG-13,88,56,1.2,FALSE,FALSE
White Bird in a Blizzard,2014,R,91,55,0.0335,FALSE,TRUE
The Equalizer,2014,R,132,61,101.5,TRUE,FALSE
The Song,2014,PG-13,116,29,5.5,FALSE,FALSE
Two Night Stand,2014,R,86,34,0.0156,FALSE,FALSE
The Boxtrolls,2014,PG,96,75,50.8,TRUE,FALSE
Seymour: An Introduction,2014,PG,84,100,0.6,TRUE,FALSE
Left Behind,2014,PG-13,110,2,14,FALSE,TRUE
Annabelle,2014,R,99,29,84.3,FALSE,FALSE
"Like Sunday, Like Rain",2014,R,104,53,0.0276,FALSE,FALSE
Dead Snow 2: Red vs. Dead,2014,R,100,85,0.0321,TRUE,TRUE
The Hero of Color City,2014,G,77,25,0.032,FALSE,TRUE
Kill the Messenger,2014,R,112,77,2.4,FALSE,FALSE
The Judge,2014,R,141,47,47.1,TRUE,FALSE
Addicted,2014,R,106,8,17.4,FALSE,FALSE
A Matter of Faith,2014,PG,89,0,0.5,FALSE,FALSE
The Best of Me,2014,PG-13,118,8,26.8,FALSE,FALSE
Camp X-Ray,2014,R,117,73,0.0098,FALSE,FALSE
Fury,2014,R,134,77,85.8,TRUE,TRUE
The Sisterhood of Night,2014,PG-13,104,79,0.0053,TRUE,FALSE
V/H/S: Viral,2014,R,81,36,0.0026,FALSE,FALSE
The Principle,2014,PG,90,0,0.0862,FALSE,FALSE
St. Vincent,2014,PG-13,102,77,44.1,TRUE,FALSE
23 Blast,2014,PG-13,98,38,0.5,TRUE,FALSE
Before I Go to Sleep,2014,R,92,36,3.2,FALSE,TRUE
The Overnighters,2014,PG-13,102,98,0.1,TRUE,FALSE
Life Partners,2014,R,93,62,0.0076,FALSE,FALSE
Big Hero 6,2014,PG,102,89,222.5,TRUE,FALSE
Magician: The Astonishing Life and Work of Orson Welles,2014,PG-13,91,73,0.0155,FALSE,FALSE
Love Is Strange,2014,R,94,94,2.3,TRUE,TRUE
Birdman: Or (The Unexpected Virtue of Ignorance),2014,R,119,92,42.3,TRUE,FALSE
The Good Lie,2014,PG-13,110,88,2.7,TRUE,TRUE
Dumb and Dumber To,2014,PG-13,109,29,86.2,TRUE,FALSE
Saving Christmas,2014,PG,80,0,2.8,TRUE,FALSE
Beyond the Lights,2014,PG-13,116,81,14.6,TRUE,FALSE
The Hunger Games: Mockingjay - Part 1,2014,PG-13,123,65,337.1,TRUE,FALSE
My Old Lady,2014,PG-13,107,59,4,FALSE,TRUE
Penguins of Madagascar,2014,PG,92,72,83.3,FALSE,FALSE
The Green Prince,2014,PG-13,101,78,0.3,TRUE,TRUE
The One I Wrote for You,2014,PG,110,0,0.0486,FALSE,FALSE
Merchants of Doubt,2014,PG-13,96,85,0.2,FALSE,FALSE
Exodus: Gods and Kings,2014,PG-13,150,27,65,FALSE,TRUE
Night at the Museum: Secret of the Tomb,2014,PG,98,50,113.7,TRUE,TRUE
Annie,2014,PG,118,27,85.9,TRUE,FALSE
Wild,2014,R,115,90,37.9,TRUE,FALSE
Into the Woods,2014,PG,125,71,128,TRUE,TRUE
The Imitation Game,2014,PG-13,114,89,91.1,TRUE,TRUE
The Water Diviner,2014,R,111,62,4.2,TRUE,TRUE
The Woman in Black 2: Angel of Death,2014,PG-13,98,21,26.5,FALSE,TRUE
Match,2014,R,90,76,0.0305,FALSE,FALSE
Dear White People,2014,R,108,92,4.4,TRUE,FALSE
American Sniper,2014,R,132,73,350.1,TRUE,FALSE
Song One,2014,PG-13,86,36,0.0202,FALSE,FALSE
Low Down,2014,R,114,51,0.049,TRUE,FALSE
Red Army,2014,PG,76,96,0.7,TRUE,TRUE
A Most Violent Year,2014,R,125,90,5.7,TRUE,TRUE
Black or White,2014,PG-13,121,39,21.6,TRUE,FALSE
5 to 7,2014,R,95,67,0.1,FALSE,FALSE
Christian Mingle,2014,PG,103,0,0.0198,FALSE,FALSE
What We Do in the Shadows,2014,R,86,96,3.3,TRUE,TRUE
Still Alice,2014,PG-13,101,89,18.7,TRUE,TRUE
Rudderless,2014,R,105,63,0.056,TRUE,FALSE
Citizenfour,2014,R,114,98,2.8,TRUE,TRUE
Serena,2014,R,109,18,0.2,FALSE,TRUE
Maps to the Stars,2014,R,111,61,0.3,TRUE,TRUE
Keep on Keepin' On,2014,R,84,97,0.2,TRUE,FALSE
Zombeavers,2014,R,85,66,0.0149,FALSE,FALSE
While We're Young,2014,R,97,84,7.5,FALSE,FALSE
Lambert & Stamp,2014,R,117,86,0.0333,FALSE,FALSE
Clouds of Sils Maria,2014,R,124,89,1.8,TRUE,TRUE
Kill Me Three Times,2014,R,90,9,0.0238,FALSE,TRUE
Beyond the Reach,2014,R,91,34,0.0446,FALSE,FALSE
Unfriended,2014,R,83,61,32.4,TRUE,TRUE
Skin Trade,2014,R,96,20,0.0012,FALSE,TRUE
Adult Beginners,2014,R,92,44,0.1,FALSE,FALSE
Welcome to Me,2014,R,87,70,0.3,FALSE,FALSE
The Seven Five,2014,R,104,78,0.0296,FALSE,FALSE
Good Kill,2014,R,102,75,0.3,FALSE,FALSE
Every Secret Thing,2014,R,93,26,0.097,FALSE,FALSE
Sunshine Superman,2014,PG,100,89,0.0557,TRUE,TRUE
Heaven Knows What,2014,R,94,86,0.0702,TRUE,FALSE
Love & Mercy,2014,PG-13,121,89,7.2,TRUE,FALSE
Infinitely Polar Bear,2014,R,90,81,0.4,TRUE,FALSE
Blackhat,2015,R,133,34,7.8,FALSE,FALSE
The Hunting Ground,2015,PG-13,90,92,0.4,FALSE,FALSE
Americons,2015,R,88,14,0.0144,FALSE,FALSE
Strange Magic,2015,PG,99,18,12.4,FALSE,FALSE
Jupiter Ascending,2015,PG-13,127,25,47.4,FALSE,TRUE
"McFarland, USA",2015,PG,129,79,44.5,TRUE,FALSE
The DUFF,2015,PG-13,101,72,34,FALSE,FALSE
Hot Tub Time Machine 2,2015,R,93,14,12.3,FALSE,FALSE
Focus,2015,R,105,56,53.8,FALSE,TRUE
Unfinished Business,2015,R,91,11,10.2,FALSE,FALSE
Hayride 2,2015,R,92,0,0.0017,FALSE,FALSE
Chappie,2015,R,120,31,31.6,FALSE,TRUE
The Second Best Exotic Marigold Hotel,2015,PG,122,62,33.1,FALSE,TRUE
David and Goliath,2015,PG,92,0,0.2,FALSE,FALSE
Cinderella,2015,PG,105,85,200.6,TRUE,TRUE
Insurgent,2015,PG-13,119,30,130,FALSE,FALSE
Do You Believe?,2015,PG-13,120,18,13,FALSE,FALSE
Home,2015,PG,94,46,171.9,FALSE,FALSE
Get Hard,2015,R,100,29,90.2,FALSE,FALSE
Beyond the Mask,2015,PG,103,22,1,FALSE,FALSE
Freetown,2015,PG-13,113,38,7.9,FALSE,TRUE
Danny Collins,2015,R,106,78,5.6,FALSE,FALSE
Woman in Gold,2015,PG-13,109,53,33,FALSE,TRUE
Paul Blart: Mall Cop 2,2015,PG,94,6,68.4,FALSE,FALSE
True Story,2015,R,99,48,6.6,FALSE,FALSE
Child 44,2015,R,137,24,1.2,FALSE,TRUE
Monkey Kingdom,2015,G,81,94,16.3,FALSE,FALSE
The Age of Adaline,2015,PG-13,112,54,42.6,FALSE,FALSE
Little Boy,2015,PG-13,106,18,6.4,FALSE,TRUE
Barely Lethal,2015,PG-13,96,16,0.0049,FALSE,FALSE
Avengers: Age of Ultron,2015,PG-13,141,74,454.2,FALSE,FALSE
Hot Pursuit,2015,PG-13,87,7,33.4,FALSE,FALSE
Maggie,2015,PG-13,95,51,0.2,FALSE,TRUE
The D Train,2015,R,101,43,0.7,FALSE,TRUE
Mad Max: Fury Road,2015,R,120,98,149,FALSE,TRUE
Pitch Perfect 2,2015,PG-13,115,66,160.9,FALSE,FALSE
Far from the Madding Crowd,2015,PG-13,119,85,9.9,FALSE,TRUE
Tomorrowland,2015,PG,130,50,91,FALSE,TRUE
Poltergeist,2015,PG-13,93,31,46.1,FALSE,TRUE
Aloha,2015,PG-13,105,20,19,FALSE,FALSE
Insidious: Chapter 3,2015,PG-13,97,58,22.7,TRUE,TRUE
Jurassic World,2015,PG-13,124,71,556.5,FALSE,TRUE
Me and Earl and the Dying Girl,2015,PG-13,105,82,1.9,TRUE,FALSE
Dope,2015,R,103,89,11.7,TRUE,FALSE
The Overnight,2015,R,79,81,0.6,FALSE,FALSE
L.A. Slasher,2015,R,86,0,0.0024,FALSE,TRUE
Ted 2,2015,R,115,46,58.5,FALSE,FALSE
Magic Mike XXL,2015,R,115,64,27.9,FALSE,FALSE
